bug: apr_signal_description_get in ap_process_child_status, pair: (apr_proc_wait, apr_signal_description_get), support: 3, confidence: 75.00%
bug: ap_process_request_internal in op_file_subr, pair: (ap_log_rerror_, ap_process_request_internal), support: 8, confidence: 80.00%
bug: ap_process_request_internal in ap_sub_req_lookup_uri, pair: (ap_log_rerror_, ap_process_request_internal), support: 8, confidence: 80.00%
bug: ap_pcfg_strerror in start_cond_section, pair: (ap_pcfg_strerror, apr_psprintf), support: 4, confidence: 80.00%
bug: ap_pcfg_strerror in ap_soak_end_container, pair: (ap_build_config_sub, ap_pcfg_strerror), support: 4, confidence: 80.00%
bug: ap_pcfg_strerror in ap_process_resource_config, pair: (ap_pcfg_strerror, apr_pstrcat), support: 4, confidence: 80.00%
bug: apr_uri_parse_hostinfo in ap_parse_uri, pair: (apr_pool_tag, apr_uri_parse_hostinfo), support: 4, confidence: 66.67%
bug: apr_uri_parse_hostinfo in internal_internal_redirect, pair: (apr_pool_tag, apr_uri_parse_hostinfo), support: 4, confidence: 66.67%
bug: apr_uri_parse_hostinfo in ap_parse_uri, pair: (apr_pool_create_ex, apr_uri_parse_hostinfo), support: 4, confidence: 66.67%
bug: apr_uri_parse_hostinfo in internal_internal_redirect, pair: (apr_pool_create_ex, apr_uri_parse_hostinfo), support: 4, confidence: 66.67%
bug: apr_uri_parse_hostinfo in ap_parse_uri, pair: (ap_log_rerror_, apr_uri_parse_hostinfo), support: 5, confidence: 83.33%
bug: ap_pass_brigade in ap_http_outerror_filter, pair: (ap_pass_brigade, apr_brigade_create), support: 29, confidence: 87.88%
bug: ap_pass_brigade in ap_sub_req_output_filter, pair: (ap_pass_brigade, apr_brigade_create), support: 29, confidence: 87.88%
bug: ap_pass_brigade in bail_out_on_error, pair: (ap_pass_brigade, apr_brigade_create), support: 29, confidence: 87.88%
bug: ap_pass_brigade in ap_old_write_filter, pair: (ap_pass_brigade, apr_brigade_create), support: 29, confidence: 87.88%
bug: apr_brigade_write in ap_send_interim_response, pair: (ap_pass_brigade, apr_brigade_write), support: 8, confidence: 80.00%
bug: apr_brigade_write in core_upgrade_handler, pair: (ap_pass_brigade, apr_brigade_write), support: 8, confidence: 80.00%
bug: apr_bucket_eos_create in ap_byterange_filter, pair: (ap_pass_brigade, apr_bucket_eos_create), support: 9, confidence: 81.82%
bug: apr_bucket_eos_create in ap_core_input_filter, pair: (ap_pass_brigade, apr_bucket_eos_create), support: 9, confidence: 81.82%
bug: ap_get_conn_socket in ap_start_lingering_close, pair: (ap_get_conn_socket, apr_time_now), support: 6, confidence: 75.00%
bug: ap_get_conn_socket in stop_lingering_close, pair: (ap_get_conn_socket, apr_time_now), support: 6, confidence: 75.00%
bug: ap_run_insert_filter in ap_invoke_handler, pair: (ap_run_header_parser, ap_run_insert_filter), support: 4, confidence: 66.67%
bug: ap_run_insert_filter in ap_run_sub_req, pair: (ap_run_header_parser, ap_run_insert_filter), support: 4, confidence: 66.67%
bug: ap_run_insert_filter in ap_invoke_handler, pair: (ap_getparents, ap_run_insert_filter), support: 4, confidence: 66.67%
bug: ap_run_insert_filter in ap_run_sub_req, pair: (ap_getparents, ap_run_insert_filter), support: 4, confidence: 66.67%
bug: ap_run_insert_filter in ap_invoke_handler, pair: (ap_run_insert_filter, internal_internal_redirect), support: 4, confidence: 66.67%
bug: ap_run_insert_filter in ap_run_sub_req, pair: (ap_run_insert_filter, internal_internal_redirect), support: 4, confidence: 66.67%
bug: internal_internal_redirect in ap_die, pair: (ap_run_insert_filter, internal_internal_redirect), support: 4, confidence: 66.67%
bug: internal_internal_redirect in internal_internal_redirect, pair: (ap_run_insert_filter, internal_internal_redirect), support: 4, confidence: 66.67%
bug: ap_run_insert_filter in ap_invoke_handler, pair: (ap_run_insert_filter, ap_send_error_response), support: 4, confidence: 66.67%
bug: ap_run_insert_filter in ap_run_sub_req, pair: (ap_run_insert_filter, ap_send_error_response), support: 4, confidence: 66.67%
bug: ap_run_insert_filter in ap_run_sub_req, pair: (ap_run_insert_filter, apr_table_setn), support: 5, confidence: 83.33%
bug: ap_run_insert_filter in ap_invoke_handler, pair: (ap_log_rerror_, ap_run_insert_filter), support: 5, confidence: 83.33%
bug: ap_str_tolower in update_child_status_internal, pair: (ap_str_tolower, apr_pstrdup), support: 22, confidence: 88.00%
bug: ap_str_tolower in ap_get_useragent_host, pair: (ap_str_tolower, apr_pstrdup), support: 22, confidence: 88.00%
bug: ap_str_tolower in request_var_fn, pair: (ap_str_tolower, apr_pstrdup), support: 22, confidence: 88.00%
bug: ap_run_default_port in ap_construct_server, pair: (ap_run_default_port, ap_str_tolower), support: 4, confidence: 66.67%
bug: ap_run_default_port in ap_get_server_port, pair: (ap_run_default_port, ap_str_tolower), support: 4, confidence: 66.67%
bug: ap_str_tolower in ap_register_output_filter, pair: (ap_str_tolower, apr_pstrcat), support: 18, confidence: 72.00%
bug: ap_str_tolower in ap_register_output_filter_protocol, pair: (ap_str_tolower, apr_pstrcat), support: 18, confidence: 72.00%
bug: ap_str_tolower in ap_get_useragent_host, pair: (ap_str_tolower, apr_pstrcat), support: 18, confidence: 72.00%
bug: ap_str_tolower in test_ifdirective_section, pair: (ap_str_tolower, apr_pstrcat), support: 18, confidence: 72.00%
bug: ap_str_tolower in ap_add_module, pair: (ap_str_tolower, apr_pstrcat), support: 18, confidence: 72.00%
bug: ap_str_tolower in log_server_name, pair: (ap_str_tolower, apr_pstrcat), support: 18, confidence: 72.00%
bug: ap_str_tolower in ap_register_input_filter, pair: (ap_str_tolower, apr_pstrcat), support: 18, confidence: 72.00%
bug: apr_file_flush in ap_open_logs, pair: (apr_file_flush, apr_time_now), support: 8, confidence: 80.00%
bug: apr_file_flush in ap_replace_stderr_log, pair: (apr_file_flush, apr_time_now), support: 8, confidence: 80.00%
bug: apr_file_flush in ap_open_logs, pair: (ap_find_module_short_name, apr_file_flush), support: 7, confidence: 70.00%
bug: apr_file_flush in ap_replace_stderr_log, pair: (ap_find_module_short_name, apr_file_flush), support: 7, confidence: 70.00%
bug: apr_file_flush in main, pair: (ap_find_module_short_name, apr_file_flush), support: 7, confidence: 70.00%
bug: ap_find_module_short_name in log_module_name, pair: (ap_find_module_short_name, apr_file_flush), support: 7, confidence: 87.50%
bug: apr_file_flush in ap_open_logs, pair: (apr_file_flush, syslog), support: 7, confidence: 70.00%
bug: apr_file_flush in ap_replace_stderr_log, pair: (apr_file_flush, syslog), support: 7, confidence: 70.00%
bug: apr_file_flush in main, pair: (apr_file_flush, syslog), support: 7, confidence: 70.00%
bug: apr_file_flush in ap_open_logs, pair: (ap_escape_errorlog_item, apr_file_flush), support: 7, confidence: 70.00%
bug: apr_file_flush in ap_replace_stderr_log, pair: (ap_escape_errorlog_item, apr_file_flush), support: 7, confidence: 70.00%
bug: apr_file_flush in main, pair: (ap_escape_errorlog_item, apr_file_flush), support: 7, confidence: 70.00%
bug: ap_escape_errorlog_item in log_env_var, pair: (ap_escape_errorlog_item, apr_file_flush), support: 7, confidence: 70.00%
bug: ap_escape_errorlog_item in log_note, pair: (ap_escape_errorlog_item, apr_file_flush), support: 7, confidence: 70.00%
bug: ap_escape_errorlog_item in log_header, pair: (ap_escape_errorlog_item, apr_file_flush), support: 7, confidence: 70.00%
bug: apr_file_flush in ap_open_logs, pair: (apr_file_flush, apr_file_puts), support: 7, confidence: 70.00%
bug: apr_file_flush in ap_replace_stderr_log, pair: (apr_file_flush, apr_file_puts), support: 7, confidence: 70.00%
bug: apr_file_flush in main, pair: (apr_file_flush, apr_file_puts), support: 7, confidence: 70.00%
bug: apr_file_flush in ap_open_logs, pair: (apr_file_flush, apr_snprintf), support: 7, confidence: 70.00%
bug: apr_file_flush in ap_replace_stderr_log, pair: (apr_file_flush, apr_snprintf), support: 7, confidence: 70.00%
bug: apr_file_flush in main, pair: (apr_file_flush, apr_snprintf), support: 7, confidence: 70.00%
bug: apr_file_flush in ap_open_logs, pair: (apr_file_flush, strrchr), support: 7, confidence: 70.00%
bug: apr_file_flush in ap_replace_stderr_log, pair: (apr_file_flush, strrchr), support: 7, confidence: 70.00%
bug: apr_file_flush in main, pair: (apr_file_flush, strrchr), support: 7, confidence: 70.00%
bug: apr_file_flush in ap_open_logs, pair: (apr_file_flush, getpid), support: 7, confidence: 70.00%
bug: apr_file_flush in ap_replace_stderr_log, pair: (apr_file_flush, getpid), support: 7, confidence: 70.00%
bug: apr_file_flush in main, pair: (apr_file_flush, getpid), support: 7, confidence: 70.00%
bug: apr_sockaddr_ip_get in core_create_conn, pair: (apr_sockaddr_info_get, apr_sockaddr_ip_get), support: 3, confidence: 75.00%
bug: ap_get_request_note in prep_walk_cache, pair: (ap_get_request_note, apr_table_setn), support: 4, confidence: 80.00%
bug: apr_filepath_root in ap_os_is_path_absolute, pair: (apr_filepath_root, apr_pstrcat), support: 4, confidence: 80.00%
bug: ap_get_brigade in ap_check_pipeline, pair: (ap_get_brigade, apr_brigade_create), support: 11, confidence: 78.57%
bug: ap_get_brigade in ap_rgetline_core, pair: (ap_get_brigade, apr_brigade_create), support: 11, confidence: 78.57%
bug: ap_get_brigade in ap_get_mime_headers_core, pair: (ap_get_brigade, apr_brigade_create), support: 11, confidence: 78.57%
bug: ap_scan_vchar_obstext in check_headers_table, pair: (ap_scan_vchar_obstext, apr_brigade_create), support: 3, confidence: 75.00%
bug: ap_scan_http_token in ap_get_mime_headers_core, pair: (ap_scan_http_token, apr_brigade_create), support: 4, confidence: 66.67%
bug: ap_scan_http_token in check_headers_table, pair: (ap_scan_http_token, apr_brigade_create), support: 4, confidence: 66.67%
bug: apr_bucket_eos_create in bail_out_on_error, pair: (apr_brigade_create, apr_bucket_eos_create), support: 10, confidence: 90.91%
bug: apr_table_clear in core_upgrade_storage, pair: (apr_brigade_create, apr_table_clear), support: 7, confidence: 87.50%
bug: apr_brigade_split_ex in ap_http_chunk_filter, pair: (apr_brigade_create, apr_brigade_split_ex), support: 3, confidence: 75.00%
bug: internal_internal_redirect in ap_die, pair: (ap_run_header_parser, internal_internal_redirect), support: 4, confidence: 66.67%
bug: internal_internal_redirect in internal_internal_redirect, pair: (ap_run_header_parser, internal_internal_redirect), support: 4, confidence: 66.67%
bug: ap_run_header_parser in ap_process_async_request, pair: (ap_make_method_list, ap_run_header_parser), support: 6, confidence: 75.00%
bug: ap_run_header_parser in ap_process_request_internal, pair: (ap_make_method_list, ap_run_header_parser), support: 6, confidence: 75.00%
bug: ap_make_method_list in ap_process_http_connection, pair: (ap_make_method_list, ap_run_header_parser), support: 6, confidence: 85.71%
bug: apr_pool_clear in main, pair: (apr_atomic_casptr, apr_pool_clear), support: 6, confidence: 66.67%
bug: apr_pool_clear in ap_core_output_filter, pair: (apr_atomic_casptr, apr_pool_clear), support: 6, confidence: 66.67%
bug: apr_pool_clear in setaside_remaining_output, pair: (apr_atomic_casptr, apr_pool_clear), support: 6, confidence: 66.67%
bug: apr_atomic_casptr in worker_thread, pair: (apr_atomic_casptr, apr_pool_destroy), support: 10, confidence: 71.43%
bug: apr_atomic_casptr in start_lingering_close_nonblocking, pair: (apr_atomic_casptr, apr_pool_destroy), support: 10, confidence: 71.43%
bug: apr_atomic_casptr in signal_threads, pair: (apr_atomic_casptr, apr_pool_destroy), support: 10, confidence: 71.43%
bug: apr_atomic_casptr in ap_queue_info_pop_pool, pair: (apr_atomic_casptr, apr_pool_destroy), support: 10, confidence: 71.43%
bug: apr_pollset_add in make_child, pair: (apr_atomic_casptr, apr_pollset_add), support: 4, confidence: 80.00%
bug: apr_pollset_remove in join_workers, pair: (apr_atomic_casptr, apr_pollset_remove), support: 5, confidence: 71.43%
bug: apr_pollset_remove in process_timeout_queue, pair: (apr_atomic_casptr, apr_pollset_remove), support: 5, confidence: 71.43%
bug: ap_find_module_short_name in log_module_name, pair: (ap_find_module_short_name, apr_time_now), support: 7, confidence: 87.50%
bug: abort in ap_pregcomp, pair: (abort, apr_time_now), support: 12, confidence: 66.67%
bug: abort in ap_realloc, pair: (abort, apr_time_now), support: 12, confidence: 66.67%
bug: abort in ap_malloc, pair: (abort, apr_time_now), support: 12, confidence: 66.67%
bug: abort in abort_on_oom, pair: (abort, apr_time_now), support: 12, confidence: 66.67%
bug: abort in ap_abort_on_oom, pair: (abort, apr_time_now), support: 12, confidence: 66.67%
bug: abort in ap_calloc, pair: (abort, apr_time_now), support: 12, confidence: 66.67%
bug: ap_escape_errorlog_item in log_env_var, pair: (ap_escape_errorlog_item, apr_time_now), support: 7, confidence: 70.00%
bug: ap_escape_errorlog_item in log_note, pair: (ap_escape_errorlog_item, apr_time_now), support: 7, confidence: 70.00%
bug: ap_escape_errorlog_item in log_header, pair: (ap_escape_errorlog_item, apr_time_now), support: 7, confidence: 70.00%
bug: apr_pool_clear in ap_core_output_filter, pair: (apr_pool_clear, apr_pool_destroy), support: 7, confidence: 77.78%
bug: apr_pool_clear in setaside_remaining_output, pair: (apr_pool_clear, apr_pool_destroy), support: 7, confidence: 77.78%
bug: ap_parse_uri in op_file_subr, pair: (ap_make_method_list, ap_parse_uri), support: 4, confidence: 66.67%
bug: ap_parse_uri in ap_sub_req_lookup_uri, pair: (ap_make_method_list, ap_parse_uri), support: 4, confidence: 66.67%
bug: ap_parse_uri in op_file_subr, pair: (ap_parse_uri, ap_send_error_response), support: 4, confidence: 66.67%
bug: ap_parse_uri in ap_sub_req_lookup_uri, pair: (ap_parse_uri, ap_send_error_response), support: 4, confidence: 66.67%
bug: ap_parse_uri in ap_process_http_connection, pair: (ap_parse_uri, apr_table_setn), support: 4, confidence: 66.67%
bug: ap_parse_uri in ap_sub_req_lookup_uri, pair: (ap_parse_uri, apr_table_setn), support: 4, confidence: 66.67%
bug: ap_parse_uri in op_file_subr, pair: (ap_log_rerror_, ap_parse_uri), support: 4, confidence: 66.67%
bug: ap_parse_uri in ap_sub_req_lookup_uri, pair: (ap_log_rerror_, ap_parse_uri), support: 4, confidence: 66.67%
bug: ap_parse_uri in op_file_subr, pair: (ap_parse_uri, apr_pstrcat), support: 4, confidence: 66.67%
bug: ap_parse_uri in ap_sub_req_lookup_uri, pair: (ap_parse_uri, apr_pstrcat), support: 4, confidence: 66.67%
bug: apr_uri_parse in ap_parse_uri, pair: (apr_pool_tag, apr_uri_parse), support: 4, confidence: 66.67%
bug: apr_uri_parse in internal_internal_redirect, pair: (apr_pool_tag, apr_uri_parse), support: 4, confidence: 66.67%
bug: ap_get_brigade in ap_check_pipeline, pair: (ap_get_brigade, apr_brigade_destroy), support: 10, confidence: 71.43%
bug: ap_get_brigade in ap_rgetline_core, pair: (ap_get_brigade, apr_brigade_destroy), support: 10, confidence: 71.43%
bug: ap_get_brigade in ap_process_request_after_handler, pair: (ap_get_brigade, apr_brigade_destroy), support: 10, confidence: 71.43%
bug: ap_get_brigade in ap_get_mime_headers_core, pair: (ap_get_brigade, apr_brigade_destroy), support: 10, confidence: 71.43%
bug: ap_queue_interrupt_all in worker_thread, pair: (ap_queue_interrupt_all, apr_pool_destroy), support: 3, confidence: 75.00%
bug: apr_uri_parse in ap_parse_uri, pair: (apr_pool_create_ex, apr_uri_parse), support: 4, confidence: 66.67%
bug: apr_uri_parse in internal_internal_redirect, pair: (apr_pool_create_ex, apr_uri_parse), support: 4, confidence: 66.67%
bug: apr_uri_parse in ap_parse_uri, pair: (ap_log_rerror_, apr_uri_parse), support: 5, confidence: 83.33%
bug: apr_sockaddr_ip_get in core_create_conn, pair: (apr_pstrdup, apr_sockaddr_ip_get), support: 3, confidence: 75.00%
bug: ap_run_default_port in ap_get_server_port, pair: (ap_run_default_port, apr_pstrdup), support: 4, confidence: 66.67%
bug: ap_run_default_port in request_var_fn, pair: (ap_run_default_port, apr_pstrdup), support: 4, confidence: 66.67%
bug: ap_make_method_list in ap_internal_redirect, pair: (ap_make_method_list, apr_pstrdup), support: 5, confidence: 71.43%
bug: ap_make_method_list in ap_internal_redirect_handler, pair: (ap_make_method_list, apr_pstrdup), support: 5, confidence: 71.43%
